gene,term,UniqueGene
DDC,Histidine Metabolism,In multiple Pathways
DDC,Tyrosine metabolism,In multiple Pathways
DDC,Tryptophan metabolism,In multiple Pathways
DDO,Alanine and Aspartate Metabolism,Unique
DDOST,N-Glycan Biosynthesis,Unique
DGAT1,Triacylglycerol Synthesis,Unique
DGAT2,Triacylglycerol Synthesis,Unique
DGKA,Glycerophospholipid Metabolism,Unique
DGKB,Glycerophospholipid Metabolism,Unique
DGKD,Glycerophospholipid Metabolism,Unique
DGKE,Glycerophospholipid Metabolism,Unique
DGKG,Glycerophospholipid Metabolism,Unique
DGKH,Glycerophospholipid Metabolism,Unique
DGKI,Glycerophospholipid Metabolism,Unique
DGKQ,Glycerophospholipid Metabolism,Unique
DGKZ,Glycerophospholipid Metabolism,Unique
DGUOK,Nucleotide Metabolism,Unique
DHCR24,Steroid Metabolism,Unique
DHCR7,Cholesterol Metabolism,Unique
DHFR,Folate Metabolism,Unique
DHODH,Pyrimidine Biosynthesis,Unique
DLAT,Citric Acid Cycle,Unique
DLD,Citric Acid Cycle,In multiple Pathways
DLD,"Glycine, Serine and Threonine Metabolism",In multiple Pathways
DLD,"Valine, Leucine and Isoleucine Metabolism",In multiple Pathways
DLST,Citric Acid Cycle,Unique
DMGDH,"Glycine, Serine and Threonine Metabolism",Unique
DNMT1,Methionine Metabolism,In multiple Pathways
DNMT1,DNA Methylation,In multiple Pathways
DNMT3A,Methionine Metabolism,In multiple Pathways
DNMT3A,DNA Methylation,In multiple Pathways
DNMT3B,Methionine Metabolism,In multiple Pathways
DNMT3B,DNA Methylation,In multiple Pathways
DNMT3L,Methionine Metabolism,In multiple Pathways
DNMT3L,DNA Methylation,In multiple Pathways
DOLPP1,N-Glycan Biosynthesis,Unique
DOT1L,Histone Methylation,Unique
DPAGT1,N-Glycan Biosynthesis,Unique
DPM1,N-Glycan Biosynthesis,Unique
DPM2,Glycosylphosphatidylinositol (GPI)-anchor biosynthesis,In multiple Pathways
DPM2,N-Glycan Biosynthesis,In multiple Pathways
DPM3,N-Glycan Biosynthesis,Unique
DPYD,Pyrimidine Metabolism,Unique
DPYS,Pyrimidine Metabolism,Unique
DPYSL2,Pyrimidine Metabolism,Unique
DPYSL3,Pyrimidine Metabolism,Unique
DTYMK,DNA Synthesis,Unique
DUOX1,Tyrosine metabolism,Unique
DUOX2,Tyrosine metabolism,Unique
DUT,Pyrimidine Metabolism,Unique
EBP,Steroid Metabolism,Unique
ECH1,Fatty Acid Metabolism,Unique
ECHDC2,"Fatty Acids Oxidation, mitochondrial",Unique
ECHS1,"Fatty Acids Oxidation, mitochondrial",Unique
EHHADH,"Fatty Acids Oxidation, peroxisomal",Unique
ELOVL1,Fatty Acid Biosynthesis,Unique
ELOVL2,Fatty Acid Biosynthesis,Unique
ELOVL3,Fatty Acid Biosynthesis,Unique
ELOVL4,Fatty Acid Biosynthesis,Unique
ELOVL5,Fatty Acid Biosynthesis,Unique
ELOVL6,Fatty Acid Biosynthesis,Unique
ELOVL7,Fatty Acid Biosynthesis,Unique
ENGASE,N-Glycan Degradation,Unique
ENO1,Glycolysis and Gluconeogenesis,Unique
ENO2,Glycolysis and Gluconeogenesis,Unique
ENO3,Glycolysis and Gluconeogenesis,Unique
ENPP1,Riboflavin Metabolism,In multiple Pathways
ENPP1,Nucleotide Metabolism,In multiple Pathways
ENPP2,Nucleotide Metabolism,Unique
ENPP3,Nucleotide Metabolism,Unique
ENTPD1,Nucleotide Metabolism,Unique
ENTPD2,Nucleotide Metabolism,Unique
ENTPD3,Nucleotide Metabolism,Unique
ENTPD4,Nucleotide Metabolism,Unique
ENTPD5,Nucleotide Metabolism,Unique
ENTPD6,Nucleotide Metabolism,Unique
EPX,ROS Detoxification,Unique
ESD,Glutathione Metabolism,Unique
ETFA,"Fatty Acids Oxidation, mitochondrial",Unique
ETFB,"Fatty Acids Oxidation, mitochondrial",Unique
ETFDH,"Fatty Acids Oxidation, mitochondrial",Unique
ETNK1,Glycerophospholipid Metabolism,Unique
ETNK2,Glycerophospholipid Metabolism,Unique
EXT1,Chondroitin and Heparan sulfate biosynthesis,Unique
EXT2,Chondroitin and Heparan sulfate biosynthesis,Unique
EXTL1,Chondroitin and Heparan sulfate biosynthesis,Unique
EXTL2,Chondroitin and Heparan sulfate biosynthesis,Unique
EXTL3,Chondroitin and Heparan sulfate biosynthesis,Unique
FADS1,Fatty Acid Biosynthesis,In multiple Pathways
FADS1,Eicosanoid Metabolism,In multiple Pathways
FADS2,Fatty Acid Biosynthesis,Unique
FADS3,Fatty Acid Biosynthesis,Unique
FADS6,Fatty Acid Biosynthesis,Unique
FAH,Citric Acid Cycle,In multiple Pathways
FAH,Tyrosine metabolism,In multiple Pathways
FAHD1,Citric Acid Cycle,In multiple Pathways
FAHD1,Tyrosine metabolism,In multiple Pathways
FASN,Fatty Acid Biosynthesis,Unique
FBP1,Pentose Phosphate Pathway,In multiple Pathways
FBP1,Glycolysis and Gluconeogenesis,In multiple Pathways
FBP2,Glycolysis and Gluconeogenesis,In multiple Pathways
FBP2,Pentose Phosphate Pathway,In multiple Pathways
FDFT1,Steroid Metabolism,Unique
FDPS,Ubiquinone Biosynthesis,In multiple Pathways
FDPS,Steroid Metabolism,In multiple Pathways
FECH,Porphyrin and Heme Metabolism,Unique
FH,Citric Acid Cycle,Unique
FLAD1,Riboflavin Metabolism,Unique
FOLR1,Folate Metabolism,Unique
FOLR3,Folate Metabolism,Unique
FPGS,Folate Metabolism,Unique
FPGT,Fructose and Mannose Metabolism,Unique
FTCD,Histidine Metabolism,In multiple Pathways
FTCD,Folate Metabolism,In multiple Pathways
FTH1,Porphyrin and Heme Metabolism,Unique
FTMT,Porphyrin and Heme Metabolism,Unique
FUCA1,N-Glycan Degradation,In multiple Pathways
FUCA1,Keratan sulfate degradation,In multiple Pathways
FUCA2,Keratan sulfate degradation,In multiple Pathways
FUCA2,N-Glycan Degradation,In multiple Pathways
FUK,Fructose and Mannose Metabolism,Unique
FUT1,Sphingolipid Metabolism,In multiple Pathways
FUT1,Blood Group Biosynthesis,In multiple Pathways
FUT3,Blood Group Biosynthesis,Unique
FUT8,N-Glycan Biosynthesis,Unique
FUT9,Blood Group Biosynthesis,Unique
G6PC,Glycolysis and Gluconeogenesis,Unique
G6PC2,Glycolysis and Gluconeogenesis,Unique
G6PC3,Glycolysis and Gluconeogenesis,Unique
G6PD,Pentose Phosphate Pathway,Unique
GAA,Glycogen Degradation,Unique
GAD1,GABA shunt,Unique
GAD2,GABA shunt,Unique
GAL3ST1,Sphingolipid Metabolism,Unique
GALC,Sphingolipid Metabolism,Unique
GALE,Amino and Nucleotide Sugar Metabolism,In multiple Pathways
GALE,Galactose metabolism,In multiple Pathways
GALK1,Galactose metabolism,Unique
GALK2,Galactose metabolism,Unique
GALNS,Sphingolipid Metabolism,In multiple Pathways
GALNS,Chondroitin sulfate degradation,In multiple Pathways
GALNS,Keratan sulfate degradation,In multiple Pathways
GALNS,N-Glycan Degradation,In multiple Pathways
GALNT1,O-Glycan Biosynthesis,Unique
GALNT10,O-Glycan Biosynthesis,Unique
GALNT11,O-Glycan Biosynthesis,Unique
GALNT12,O-Glycan Biosynthesis,Unique
GALNT13,O-Glycan Biosynthesis,Unique
GALNT14,O-Glycan Biosynthesis,Unique
GALNT2,O-Glycan Biosynthesis,Unique
GALNT3,O-Glycan Biosynthesis,Unique
GALNT4,O-Glycan Biosynthesis,Unique
GALNT5,O-Glycan Biosynthesis,Unique
GALNT6,O-Glycan Biosynthesis,Unique
GALNT7,O-Glycan Biosynthesis,Unique
GALNT8,O-Glycan Biosynthesis,Unique
GALNT9,O-Glycan Biosynthesis,Unique
GALNTL2,O-Glycan Biosynthesis,Unique
GALT,Galactose metabolism,Unique
GAMT,Creatine Metabolism,Unique
GANC,Glycogen Degradation,Unique
GAPDH,Glycolysis and Gluconeogenesis,Unique
GAPDHS,Glycolysis and Gluconeogenesis,Unique
GART,Purine Biosynthesis,Unique
GATM,Creatine Metabolism,In multiple Pathways
GATM,"Glycine, Serine and Threonine Metabolism",In multiple Pathways
GATM,Urea Cycle,In multiple Pathways
GBA,Sphingolipid Metabolism,Unique
GBA3,Sugar Degradation,Unique
GBE1,Glycogen Synthesis,Unique
GBGT1,Sphingolipid Metabolism,Unique
GCAT,"Glycine, Serine and Threonine Metabolism",Unique
GCDH,Lysine Metabolism,In multiple Pathways
GCDH,Tryptophan metabolism,In multiple Pathways
GCH1,Pterin Biosynthesis,Unique
GCK,Glycolysis and Gluconeogenesis,Unique
GCLC,Glutathione Metabolism,Unique
GCLM,Glutathione Metabolism,Unique
GCNT1,O-Glycan Biosynthesis,Unique
GCNT2,Blood Group Biosynthesis,Unique
GCNT3,O-Glycan Biosynthesis,Unique
GCNT4,O-Glycan Biosynthesis,Unique
GCSH,"Glycine, Serine and Threonine Metabolism",Unique
GDA,Purine Metabolism,Unique
GFPT1,Amino and Nucleotide Sugar Metabolism,Unique
GFPT2,Amino and Nucleotide Sugar Metabolism,Unique
GGH,Folate Metabolism,Unique
GGPS1,Steroid Metabolism,In multiple Pathways
GGPS1,Protein Modification,In multiple Pathways
GGT1,Glutathione Metabolism,In multiple Pathways
GGT1,Taurine and hypotaurine metabolism,In multiple Pathways
GK,Glycerophospholipid Metabolism,Unique
GK2,Glycerophospholipid Metabolism,Unique
GK3P,Glycerophospholipid Metabolism,Unique
GLA,Sphingolipid Metabolism,Unique
GLB1,Keratan sulfate degradation,In multiple Pathways
GLB1,Galactose metabolism,In multiple Pathways
GLB1,Sphingolipid Metabolism,In multiple Pathways
GLB1,N-Glycan Degradation,In multiple Pathways
GLB1,Chondroitin sulfate degradation,In multiple Pathways
GLCE,Chondroitin and Heparan sulfate biosynthesis,Unique
GLDC,"Glycine, Serine and Threonine Metabolism",Unique
GLO1,Glyoxylate and Dicarboxylate Metabolism,Unique
GLRX,Glutathione Metabolism,Unique
GLRX2,Glutathione Metabolism,Unique
GLS,Glutamate metabolism,Unique
GLS2,Glutamate metabolism,Unique
GLUD1,Glutamate metabolism,Unique
GLUD2,Glutamate metabolism,Unique
GLUL,Glutamate metabolism,Unique
GMDS,Fructose and Mannose Metabolism,Unique
GMPPA,Fructose and Mannose Metabolism,Unique
GMPPB,Fructose and Mannose Metabolism,Unique
GMPR,Purine Metabolism,Unique
GMPR2,Purine Metabolism,Unique
GMPS,Purine Biosynthesis,Unique
GNE,Amino and Nucleotide Sugar Metabolism,Unique
GNMT,"Glycine, Serine and Threonine Metabolism",In multiple Pathways
GNMT,Methionine Metabolism,In multiple Pathways
GNPAT,Triacylglycerol Synthesis,Unique
GNPDA1,Amino and Nucleotide Sugar Metabolism,Unique
GNPDA2,Amino and Nucleotide Sugar Metabolism,Unique
GNPNAT1,Amino and Nucleotide Sugar Metabolism,Unique
GNS,Heparan sulfate degradation,In multiple Pathways
GNS,Keratan sulfate degradation,In multiple Pathways
GOT1,Citric Acid Cycle,In multiple Pathways
GOT1,Cysteine Metabolism,In multiple Pathways
GOT1,Alanine and Aspartate Metabolism,In multiple Pathways
GOT1,Arginine and Proline Metabolism,In multiple Pathways
GOT1,Glutamate metabolism,In multiple Pathways
GOT1,Phenylalanine metabolism,In multiple Pathways
GOT1,Tyrosine metabolism,In multiple Pathways
GOT2,Cysteine Metabolism,In multiple Pathways
GOT2,Citric Acid Cycle,In multiple Pathways
GOT2,Arginine and Proline Metabolism,In multiple Pathways
GOT2,Glutamate metabolism,In multiple Pathways
GOT2,Phenylalanine metabolism,In multiple Pathways
GOT2,Tyrosine metabolism,In multiple Pathways
GOT2,Alanine and Aspartate Metabolism,In multiple Pathways
GOT2,Tryptophan metabolism,In multiple Pathways
GPAA1,Glycosylphosphatidylinositol (GPI)-anchor biosynthesis,Unique
GPAM,Triacylglycerol Synthesis,Unique
GPD1,Glycerophospholipid Metabolism,Unique
GPD2,Glycolysis and Gluconeogenesis,Unique
GPI,Glycolysis and Gluconeogenesis,Unique
GPT,Alanine and Aspartate Metabolism,In multiple Pathways
GPT,Pyruvate Metabolism,In multiple Pathways
GPT,Glutamate metabolism,In multiple Pathways
GPT2,Pyruvate Metabolism,In multiple Pathways
GPT2,Glutamate metabolism,In multiple Pathways
GPT2,Alanine and Aspartate Metabolism,In multiple Pathways
GPX1,Glutathione Metabolism,Unique
GPX2,Glutathione Metabolism,Unique
GPX3,Glutathione Metabolism,Unique
GPX4,Glutathione Metabolism,Unique
GPX5,Glutathione Metabolism,Unique
GPX6,Glutathione Metabolism,Unique
GPX7,Glutathione Metabolism,Unique
GPX8,Glutathione Metabolism,Unique
GRHPR,Pyruvate Metabolism,In multiple Pathways
GRHPR,Glyoxylate and Dicarboxylate Metabolism,In multiple Pathways
GSR,Glutathione Metabolism,Unique
GSS,Glutathione Metabolism,Unique
GSTM1,Glutathione Metabolism,Unique
GSTZ1,Tyrosine metabolism,Unique
GUCY1A2,Cyclic Nucleotides Metabolism,Unique
GUCY1A3,Cyclic Nucleotides Metabolism,Unique
GUCY1B2,Cyclic Nucleotides Metabolism,Unique
GUCY1B3,Cyclic Nucleotides Metabolism,Unique
GUCY2C,Cyclic Nucleotides Metabolism,Unique
GUCY2D,Cyclic Nucleotides Metabolism,Unique
GUCY2F,Cyclic Nucleotides Metabolism,Unique
GUK1,Purine Metabolism,Unique
GUSB,Chondroitin sulfate degradation,In multiple Pathways
GUSB,Hyaluronan Metabolism,In multiple Pathways
GUSB,Heparan sulfate degradation,In multiple Pathways
GYG1,Glycogen Synthesis,Unique
GYG2,Glycogen Synthesis,Unique
GYS1,Glycogen Synthesis,Unique
GYS2,Glycogen Synthesis,Unique
H6PD,Pentose Phosphate Pathway,Unique
HAAO,Tryptophan metabolism,Unique
HADHA,"Fatty Acids Oxidation, mitochondrial",Unique
HADHB,"Fatty Acids Oxidation, mitochondrial",Unique
HAGH,Glutathione Metabolism,Unique
HAGHL,Glyoxylate and Dicarboxylate Metabolism,Unique
HAL,Histidine Metabolism,Unique
HAO1,Pyruvate Metabolism,In multiple Pathways
HAO1,Glyoxylate and Dicarboxylate Metabolism,In multiple Pathways
HAO1,Folate Metabolism,In multiple Pathways
HAO2,Pyruvate Metabolism,In multiple Pathways
HAO2,Glyoxylate and Dicarboxylate Metabolism,In multiple Pathways
HAO2,Folate Metabolism,In multiple Pathways
HAS1,Hyaluronan Metabolism,Unique
HAS2,Hyaluronan Metabolism,Unique
HAS3,Hyaluronan Metabolism,Unique
HCCS,Porphyrin and Heme Metabolism,Unique
HCST,Phosphoinositide Signalling,Unique
HDC,Histidine Metabolism,Unique
HEXA,Keratan sulfate degradation,In multiple Pathways
HEXA,Chondroitin sulfate degradation,In multiple Pathways
HEXA,Hyaluronan Metabolism,In multiple Pathways
HEXA,N-Glycan Degradation,In multiple Pathways
HEXB,Keratan sulfate degradation,In multiple Pathways
HEXB,Hyaluronan Metabolism,In multiple Pathways
HEXB,N-Glycan Degradation,In multiple Pathways
HEXB,Chondroitin sulfate degradation,In multiple Pathways
HGD,Tyrosine metabolism,Unique
HIBADH,"Valine, Leucine and Isoleucine Metabolism",Unique
HIBCH,beta-Alanine metabolism,In multiple Pathways
HIBCH,Propanoate Metabolism,In multiple Pathways
HICDH,Citric Acid Cycle,Unique
HK1,Glycolysis and Gluconeogenesis,Unique
HK2,Glycolysis and Gluconeogenesis,Unique
HK3,Glycolysis and Gluconeogenesis,Unique
HKDC1,Glycolysis and Gluconeogenesis,Unique
HLCS,Biotin Metabolism,Unique
HMBS,Porphyrin and Heme Metabolism,Unique
HMGCL,Ketone Bodies Metabolism,In multiple Pathways
HMGCL,"Valine, Leucine and Isoleucine Metabolism",In multiple Pathways
HMGCLL1,Ketone Bodies Metabolism,Unique
HMGCR,Cholesterol Metabolism,In multiple Pathways
HMGCR,Protein Modification,In multiple Pathways
HMGCR,Ubiquinone Biosynthesis,In multiple Pathways
HMGCS1,Steroid Metabolism,Unique
HMGCS2,Steroid Metabolism,Unique
HMOX1,Porphyrin and Heme Metabolism,Unique
HMOX2,Porphyrin and Heme Metabolism,Unique
HNMT,Histidine Metabolism,Unique
HPD,Tyrosine metabolism,In multiple Pathways
HPD,Phenylalanine metabolism,In multiple Pathways
HPGDS,Eicosanoid Metabolism,Unique
HPRT1,Purine Metabolism,Unique
HS2ST1,Chondroitin and Heparan sulfate biosynthesis,Unique
HS3ST1,Chondroitin and Heparan sulfate biosynthesis,Unique
HS3ST2,Chondroitin and Heparan sulfate biosynthesis,Unique
HS3ST3A1,Chondroitin and Heparan sulfate biosynthesis,Unique
HS3ST3B1,Chondroitin and Heparan sulfate biosynthesis,Unique
HS3ST4,Chondroitin and Heparan sulfate biosynthesis,Unique
HS3ST5,Chondroitin and Heparan sulfate biosynthesis,Unique
HS3ST6,Chondroitin and Heparan sulfate biosynthesis,Unique
HS6ST1,Chondroitin and Heparan sulfate biosynthesis,Unique
HS6ST2,Chondroitin and Heparan sulfate biosynthesis,Unique
HS6ST3,Chondroitin and Heparan sulfate biosynthesis,Unique
HSD11B1,Steroid Metabolism,Unique
HSD11B2,Steroid Metabolism,Unique
HSD17B1,Steroid Metabolism,Unique
HSD17B12,Fatty Acid Biosynthesis,In multiple Pathways
HSD17B12,Steroid Metabolism,In multiple Pathways
HSD17B2,Steroid Metabolism,Unique
HSD17B3,Steroid Metabolism,Unique
HSD17B4,"Fatty Acids Oxidation, peroxisomal",In multiple Pathways
HSD17B4,Bile Acid Biosynthesis,In multiple Pathways
HSD17B7,Steroid Metabolism,Unique
HSD17B8,Steroid Metabolism,Unique
HSD3B1,Steroid Metabolism,Unique
HSD3B2,Steroid Metabolism,Unique
HSD3B7,Bile Acid Biosynthesis,Unique
IDH1,Citric Acid Cycle,Unique
IDH2,Citric Acid Cycle,Unique
IDH3A,Citric Acid Cycle,Unique
IDH3B,Citric Acid Cycle,Unique
IDH3G,Citric Acid Cycle,Unique
IDI1,Cholesterol Metabolism,Unique
IDI2,Cholesterol Metabolism,Unique
IDS,Chondroitin sulfate degradation,In multiple Pathways
IDS,Heparan sulfate degradation,In multiple Pathways
IDUA,Heparan sulfate degradation,In multiple Pathways
IDUA,Chondroitin sulfate degradation,In multiple Pathways
IMPA1,Inositol Phosphate Metabolism,Unique
IMPA2,Inositol Phosphate Metabolism,Unique
IMPDH1,Purine Biosynthesis,Unique
IMPDH2,Purine Biosynthesis,Unique
INMT,Tryptophan metabolism,Unique
INPP1,Phosphoinositide Signalling,Unique
INPP4A,Phosphoinositide Signalling,Unique
INPP4B,Phosphoinositide Signalling,Unique
INPP5A,Phosphoinositide Signalling,Unique
INPP5B,Phosphoinositide Signalling,Unique
INPP5D,Phosphoinositide Signalling,Unique
INPP5E,Phosphoinositide Signalling,Unique
INPPL1,Phosphoinositide Signalling,Unique
IPMK,Inositol Phosphate Metabolism,Unique
IREB2,Citric Acid Cycle,Unique
ISYNA1,Inositol Phosphate Metabolism,Unique
ITPA,Purine Metabolism,Unique
ITPKA,Phosphoinositide Signalling,Unique
ITPKB,Phosphoinositide Signalling,Unique
ITPKC,Phosphoinositide Signalling,Unique
IVD,"Valine, Leucine and Isoleucine Metabolism",Unique
KHK,Fructose and Mannose Metabolism,Unique
KMO,Tryptophan metabolism,Unique
KYNU,Tryptophan metabolism,Unique
LALBA,Galactose metabolism,Unique
LCAT,Glycerophospholipid Metabolism,In multiple Pathways
LCAT,Cholesterol Metabolism,In multiple Pathways
LCT,Galactose metabolism,Unique
LDHA,Glycolysis and Gluconeogenesis,Unique
LDHAL6A,Glycolysis and Gluconeogenesis,In multiple Pathways
LDHAL6A,Cysteine Metabolism,In multiple Pathways
LDHAL6B,Cysteine Metabolism,In multiple Pathways
LDHAL6B,Glycolysis and Gluconeogenesis,In multiple Pathways
LDHB,Glycolysis and Gluconeogenesis,Unique
LDHC,Glycolysis and Gluconeogenesis,Unique
LDHD,Glycolysis and Gluconeogenesis,Unique
LGALS13,Glycerophospholipid Metabolism,Unique
LIPC,Triacylglycerol Synthesis,In multiple Pathways
LIPC,Fatty Acid Metabolism,In multiple Pathways
LIPF,Triacylglycerol Synthesis,Unique
LIPG,Triacylglycerol Synthesis,Unique
LPL,Triacylglycerol Synthesis,Unique
LPO,ROS Detoxification,Unique
LRAT,Retinol Metabolism,Unique
LSS,Steroid Metabolism,Unique
LTA4H,Eicosanoid Metabolism,Unique
LTC4S,Eicosanoid Metabolism,Unique
MAN1A1,N-Glycan Biosynthesis,Unique
MAN1A2,N-Glycan Biosynthesis,Unique
MAN1B1,N-Glycan Biosynthesis,Unique
MAN1C1,N-Glycan Biosynthesis,Unique
MAN2A1,N-Glycan Biosynthesis,Unique
MAN2A2,N-Glycan Biosynthesis,Unique
MAN2B1,N-Glycan Degradation,Unique
MAN2C1,N-Glycan Degradation,Unique
MANBA,N-Glycan Degradation,Unique
MANSC1,Amino and Nucleotide Sugar Metabolism,Unique
MAOA,Phenylalanine metabolism,In multiple Pathways
MAOA,Polyamines Metabolism,In multiple Pathways
MAOA,Tyrosine metabolism,In multiple Pathways
MAOA,Tryptophan metabolism,In multiple Pathways
MAOA,Histidine Metabolism,In multiple Pathways
MAOA,Xenobiotics Metabolism,In multiple Pathways
MAOA,"Glycine, Serine and Threonine Metabolism",In multiple Pathways
MAOB,Tryptophan metabolism,In multiple Pathways
MAOB,Histidine Metabolism,In multiple Pathways
MAOB,Xenobiotics Metabolism,In multiple Pathways
MAOB,Polyamines Metabolism,In multiple Pathways
MAOB,"Glycine, Serine and Threonine Metabolism",In multiple Pathways
MAOB,Tyrosine metabolism,In multiple Pathways
MAOB,Phenylalanine metabolism,In multiple Pathways
MAT1A,Methionine Metabolism,In multiple Pathways
MAT1A,Selenoamino acid metabolism,In multiple Pathways
MAT2A,Methionine Metabolism,In multiple Pathways
MAT2A,Selenoamino acid metabolism,In multiple Pathways
MAT2B,Selenoamino acid metabolism,In multiple Pathways
MAT2B,Methionine Metabolism,In multiple Pathways
MCAT,Fatty Acid Biosynthesis,Unique
MCCC1,"Valine, Leucine and Isoleucine Metabolism",Unique
MCCC2,"Valine, Leucine and Isoleucine Metabolism",Unique
MCEE,"Valine, Leucine and Isoleucine Metabolism",Unique
MDH1,Citric Acid Cycle,Unique
MDH1B,Citric Acid Cycle,Unique
MDH2,Citric Acid Cycle,Unique
ME1,Citric Acid Cycle,Unique
ME2,Citric Acid Cycle,Unique
ME3,Citric Acid Cycle,Unique
MGAM,Sugar Degradation,In multiple Pathways
MGAM,Fructose and Mannose Metabolism,In multiple Pathways
MGAT1,N-Glycan Biosynthesis,Unique
MGAT2,N-Glycan Biosynthesis,Unique
MGAT3,N-Glycan Biosynthesis,Unique
MGAT4A,N-Glycan Biosynthesis,Unique
MGAT4B,N-Glycan Biosynthesis,Unique
MGAT5,N-Glycan Biosynthesis,Unique
MGLL,Triacylglycerol Synthesis,Unique
MGST2,Eicosanoid Metabolism,Unique
MGST3,Eicosanoid Metabolism,Unique
MIOX,Inositol Phosphate Metabolism,Unique
MLL3,Histone Methylation,Unique
MLL4,Histone Methylation,Unique
MLYCD,Fatty Acid Metabolism,Unique
MMAA,"Transport, Mitochondrial",In multiple Pathways
MMAA,Vitamin B12 Metabolism,In multiple Pathways
MOGAT1,Triacylglycerol Synthesis,Unique
MOGAT2,Triacylglycerol Synthesis,Unique
MOGS,N-Glycan Biosynthesis,Unique
MOXD1,Tyrosine metabolism,Unique
MPI,Fructose and Mannose Metabolism,Unique
MPO,ROS Detoxification,Unique
MPST,Cysteine Metabolism,Unique
MTAP,Methionine Metabolism,Unique
MTHFD1,Folate Metabolism,Unique
MTHFD2,Folate Metabolism,Unique
MTHFR,Folate Metabolism,Unique
MTHFS,Folate Metabolism,Unique
MTMR3,Phosphoinositide Signalling,In multiple Pathways
MTMR3,Protein Modification,In multiple Pathways
MTR,Folate Metabolism,In multiple Pathways
MTR,Methionine Metabolism,In multiple Pathways
MUT,"Valine, Leucine and Isoleucine Metabolism",Unique
MVD,Steroid Metabolism,Unique
MVK,Steroid Metabolism,Unique
NADK,NAD Metabolism,Unique
NADSYN1,NAD Metabolism,Unique
NAGA,Sphingolipid Metabolism,In multiple Pathways
NAGA,Keratan sulfate degradation,In multiple Pathways
NAGK,Amino and Nucleotide Sugar Metabolism,Unique
NAGLU,Heparan sulfate degradation,Unique
NAGS,Glutamate metabolism,In multiple Pathways
NAGS,Arginine and Proline Metabolism,In multiple Pathways
NANS,Amino and Nucleotide Sugar Metabolism,Unique
NDST1,Chondroitin and Heparan sulfate biosynthesis,Unique
NDST2,Chondroitin and Heparan sulfate biosynthesis,Unique
NDST3,Chondroitin and Heparan sulfate biosynthesis,Unique
NDST4,Chondroitin and Heparan sulfate biosynthesis,Unique
NDUFA1,Oxidative Phosphorylation,Unique
NDUFA10,Oxidative Phosphorylation,Unique
NDUFA11,Oxidative Phosphorylation,Unique
NDUFA12,Oxidative Phosphorylation,Unique
NDUFA13,Oxidative Phosphorylation,Unique
NDUFA2,Oxidative Phosphorylation,Unique
NDUFA3,Oxidative Phosphorylation,Unique
NDUFA4,Oxidative Phosphorylation,Unique
NDUFA5,Oxidative Phosphorylation,Unique
NDUFA6,Oxidative Phosphorylation,Unique
NDUFA7,Oxidative Phosphorylation,Unique
NDUFA8,Oxidative Phosphorylation,Unique
NDUFA9,Oxidative Phosphorylation,Unique
NDUFAB1,Oxidative Phosphorylation,Unique
NDUFB1,Oxidative Phosphorylation,Unique
NDUFB10,Oxidative Phosphorylation,Unique
NDUFB2,Oxidative Phosphorylation,Unique
NDUFB3,Oxidative Phosphorylation,Unique
NDUFB4,Oxidative Phosphorylation,Unique
NDUFB5,Oxidative Phosphorylation,Unique
NDUFB6,Oxidative Phosphorylation,Unique
NDUFB7,Oxidative Phosphorylation,Unique
NDUFB8,Oxidative Phosphorylation,Unique
NDUFB9,Oxidative Phosphorylation,Unique
NDUFC1,Oxidative Phosphorylation,Unique
NDUFC2,Oxidative Phosphorylation,Unique
NDUFS1,Oxidative Phosphorylation,Unique
NDUFS2,Oxidative Phosphorylation,Unique
NDUFS3,Oxidative Phosphorylation,Unique
NDUFS4,Oxidative Phosphorylation,Unique
NDUFS5,Oxidative Phosphorylation,Unique
NDUFS6,Oxidative Phosphorylation,Unique
NDUFS7,Oxidative Phosphorylation,Unique
NDUFS8,Oxidative Phosphorylation,Unique
NDUFV1,Oxidative Phosphorylation,Unique
NDUFV2,Oxidative Phosphorylation,Unique
NDUFV3,Oxidative Phosphorylation,Unique
NEU1,Sphingolipid Metabolism,In multiple Pathways
NEU1,N-Glycan Degradation,In multiple Pathways
NEU1,Keratan sulfate degradation,In multiple Pathways
NEU1,Galactose metabolism,In multiple Pathways
NEU1,Chondroitin sulfate degradation,In multiple Pathways
NEU2,N-Glycan Degradation,Unique
NEU4,N-Glycan Degradation,Unique
NME1,Nucleotide Metabolism,Unique
NME2,Nucleotide Metabolism,Unique
NME3,Nucleotide Metabolism,Unique
NME4,Nucleotide Metabolism,Unique
NME6,Nucleotide Metabolism,Unique
NME7,Nucleotide Metabolism,Unique
NMNAT1,NAD Metabolism,Unique
NMNAT2,NAD Metabolism,Unique
NMNAT3,NAD Metabolism,Unique
NNMT,NAD Metabolism,Unique
NNT,NAD Metabolism,Unique
NOS1,Urea Cycle,Unique
NOS3,Urea Cycle,Unique
NPR1,Cyclic Nucleotides Metabolism,Unique
NPR2,Cyclic Nucleotides Metabolism,Unique
NSDHL,Steroid Metabolism,Unique
NT5C,Pyrimidine Metabolism,Unique
NT5C1B,Purine Metabolism,Unique
NT5C2,Purine Metabolism,Unique
NT5E,Purine Metabolism,Unique
NT5M,DNA Synthesis,Unique
NUDT2,Nucleotide Metabolism,Unique
NUDT5,Nucleotide Metabolism,Unique
NUDT9,Nucleotide Metabolism,Unique
OAT,Arginine and Proline Metabolism,Unique
